timestamp,CPULoad,RealMemory,FreeMem,State,NodeName
2025-01-03 14:25:32.731784,0.01,128823,75305,IDLE,node01
2025-01-03 14:25:32.731784,0.05,385420,192916,IDLE,node08
2025-01-03 14:25:32.731784,0.11,385419,149089,IDLE,node17
2025-01-03 14:25:32.731784,0.01,385483,189736,IDLE,node04
2025-01-03 14:25:32.731784,0.01,385483,136186,IDLE,node03
2025-01-03 14:25:32.731784,0.06,385483,374028,IDLE,visu01
2025-01-03 14:25:32.731784,0.09,385483,340838,IDLE,node06
2025-01-03 14:25:32.731784,0.01,385483,362752,IDLE,node07
2025-01-03 14:25:32.731784,0.01,385483,231863,IDLE,node05
2025-01-03 14:25:32.731784,5.2,385419,0,DOWN*,node14
2025-01-03 14:25:32.731784,0.04,385419,91828,IDLE,node10
2025-01-03 14:25:32.731784,0.01,385419,345914,IDLE,node11
2025-01-03 14:25:32.731784,0.01,128823,94300,IDLE,node02
2025-01-03 14:25:32.731784,0.01,385419,151174,IDLE,node13
2025-01-03 14:25:32.731784,0.09,385419,76573,IDLE,node12
2025-01-03 14:25:32.731784,0.03,385419,139631,IDLE,node16
2025-01-03 14:25:32.731784,0.09,385419,80456,IDLE,node09
2025-01-03 14:25:32.731784,0.01,385422,219921,MIXED,node15
2025-01-03 14:35:35.463333,0.08,385419,80457,IDLE,node09
2025-01-03 14:35:35.463333,5.2,385419,0,DOWN*,node14
2025-01-03 14:35:35.463333,0.01,385419,151173,IDLE,node13
2025-01-03 14:35:35.463333,0.06,385419,91827,IDLE,node10
2025-01-03 14:35:35.463333,0.01,385483,231862,IDLE,node05
2025-01-03 14:35:35.463333,0.01,385422,219919,MIXED,node15
2025-01-03 14:35:35.463333,0.01,385419,139632,IDLE,node16
2025-01-03 14:35:35.463333,0.01,385419,345916,IDLE,node11
2025-01-03 14:35:35.463333,0.03,385419,76565,IDLE,node12
2025-01-03 14:35:35.463333,0.04,385420,192918,IDLE,node08
2025-01-03 14:35:35.463333,0.01,128823,75308,IDLE,node01
2025-01-03 14:35:35.463333,0.11,385483,340839,IDLE,node06
2025-01-03 14:35:35.463333,0.05,385419,149090,IDLE,node17
2025-01-03 14:35:35.463333,0.01,385483,362753,IDLE,node07
2025-01-03 14:35:35.463333,0.01,385483,136185,IDLE,node03
2025-01-03 14:35:35.463333,0.01,128823,94301,IDLE,node02
2025-01-03 14:35:35.463333,0.04,385483,374026,IDLE,visu01
2025-01-03 14:35:35.463333,0.07,385483,189739,IDLE,node04
2025-01-03 14:40:30.877767,0.04,385483,189737,IDLE,node04
2025-01-03 14:40:30.877767,0.02,385420,192920,IDLE,node08
2025-01-03 14:40:30.877767,0.01,385483,362754,IDLE,node07
2025-01-03 14:40:30.877767,0.01,128823,75308,IDLE,node01
2025-01-03 14:40:30.877767,0.06,385419,149087,IDLE,node17
2025-01-03 14:40:30.877767,0.01,385483,136184,IDLE,node03
2025-01-03 14:40:30.877767,0.08,385483,340836,IDLE,node06
2025-01-03 14:40:30.877767,0.01,128823,94297,IDLE,node02
2025-01-03 14:40:30.877767,0.02,385483,374028,IDLE,visu01
2025-01-03 14:40:30.877767,0.01,385483,231860,IDLE,node05
2025-01-03 14:40:30.877767,0.02,385419,139630,IDLE,node16
2025-01-03 14:40:30.877767,0.01,385419,76566,IDLE,node12
2025-01-03 14:40:30.877767,0.03,385419,345915,IDLE,node11
2025-01-03 14:40:30.877767,0.07,385419,80452,IDLE,node09
2025-01-03 14:40:30.877767,0.01,385419,151170,IDLE,node13
2025-01-03 14:40:30.877767,0.01,385422,219918,MIXED,node15
2025-01-03 14:40:30.877767,5.2,385419,0,DOWN*,node14
2025-01-03 14:40:30.877767,0.04,385419,91827,IDLE,node10
2025-01-03 14:43:07.146359,0.06,385419,80456,IDLE,node09
2025-01-03 14:43:07.146359,0.01,385419,76565,IDLE,node12
2025-01-03 14:43:07.146359,5.2,385419,0,DOWN*,node14
2025-01-03 14:43:07.146359,0.01,385419,345917,IDLE,node11
2025-01-03 14:43:07.146359,0.01,385483,231863,IDLE,node05
2025-01-03 14:43:07.146359,0.03,385419,151175,IDLE,node13
2025-01-03 14:43:07.146359,0.03,385419,91827,IDLE,node10
2025-01-03 14:43:07.146359,0.01,385422,219920,MIXED,node15
2025-01-03 14:43:07.146359,0.05,385419,139630,IDLE,node16
2025-01-03 14:43:07.146359,0.03,385483,189740,IDLE,node04
2025-01-03 14:43:07.146359,0.06,385420,192922,IDLE,node08
2025-01-03 14:43:07.146359,0.01,385483,374030,IDLE,visu01
2025-01-03 14:43:07.146359,0.06,385419,149088,IDLE,node17
2025-01-03 14:43:07.146359,0.01,128823,75306,IDLE,node01
2025-01-03 14:43:07.146359,0.01,128823,94303,IDLE,node02
2025-01-03 14:43:07.146359,0.01,385483,136189,IDLE,node03
2025-01-03 14:43:07.146359,0.1,385483,340843,IDLE,node06
2025-01-03 14:43:07.146359,0.01,385483,362755,IDLE,node07
2025-01-03 14:48:07.217149,0.08,385420,192921,IDLE,node08
2025-01-03 14:48:07.217149,0.01,385483,362754,IDLE,node07
2025-01-03 14:48:07.217149,0.03,385483,189737,IDLE,node04
2025-01-03 14:48:07.217149,0.01,128823,75301,IDLE,node01
2025-01-03 14:48:07.217149,0.08,385419,149089,IDLE,node17
2025-01-03 14:48:07.217149,0.01,385483,374028,IDLE,visu01
2025-01-03 14:48:07.217149,0.11,385483,340841,IDLE,node06
2025-01-03 14:48:07.217149,0.01,385483,136184,IDLE,node03
2025-01-03 14:48:07.217149,0.01,128823,94300,IDLE,node02
2025-01-03 14:48:07.217149,0.01,385419,151172,IDLE,node13
2025-01-03 14:48:07.217149,0.01,385419,76566,IDLE,node12
2025-01-03 14:48:07.217149,0.01,385422,219922,MIXED,node15
2025-01-03 14:48:07.217149,0.06,385419,80456,IDLE,node09
2025-01-03 14:48:07.217149,0.01,385483,231862,IDLE,node05
2025-01-03 14:48:07.217149,0.05,385419,139631,IDLE,node16
2025-01-03 14:48:07.217149,0.01,385419,345918,IDLE,node11
2025-01-03 14:48:07.217149,5.2,385419,0,DOWN*,node14
2025-01-03 14:48:07.217149,0.06,385419,91827,IDLE,node10
2025-01-03 14:54:53.454928,5.2,385419,0,DOWN*,node14
2025-01-03 14:54:53.454928,0.01,385483,362753,IDLE,node07
2025-01-03 14:54:53.454928,0.02,385419,151173,IDLE,node13
2025-01-03 14:54:53.454928,0.01,385419,345916,IDLE,node11
2025-01-03 14:54:53.454928,0.08,385419,80455,IDLE,node09
2025-01-03 14:54:53.454928,0.01,385483,231862,IDLE,node05
2025-01-03 14:54:53.454928,0.02,385419,76565,IDLE,node12
2025-01-03 14:54:53.454928,0.03,385419,91828,IDLE,node10
2025-01-03 14:54:53.454928,0.01,385422,219922,MIXED,node15
2025-01-03 14:54:53.454928,0.1,385419,149087,IDLE,node17
2025-01-03 14:54:53.454928,0.01,385483,136185,IDLE,node03
2025-01-03 14:54:53.454928,0.01,385483,189737,IDLE,node04
2025-01-03 14:54:53.454928,0.01,128823,75300,IDLE,node01
2025-01-03 14:54:53.454928,0.03,385420,192922,IDLE,node08
2025-01-03 14:54:53.454928,0.31,385483,340840,IDLE,node06
2025-01-03 14:54:53.454928,0.04,385419,139631,IDLE,node16
2025-01-03 14:54:53.454928,0.01,128823,94299,IDLE,node02
2025-01-03 14:54:53.454928,0.01,385483,374024,IDLE,visu01
2025-01-03 14:59:20.533578,0.01,385483,189736,IDLE,node04
2025-01-03 14:59:20.533578,0.01,128823,94296,IDLE,node02
2025-01-03 14:59:20.533578,0.28,385483,340835,IDLE,node06
2025-01-03 14:59:20.533578,0.01,385483,362752,IDLE,node07
2025-01-03 14:59:20.533578,0.12,385419,149085,IDLE,node17
2025-01-03 14:59:20.533578,0.01,385420,192919,IDLE,node08
2025-01-03 14:59:20.533578,0.01,385483,136186,IDLE,node03
2025-01-03 14:59:20.533578,0.04,385483,374012,IDLE,visu01
2025-01-03 14:59:20.533578,0.01,128823,75304,IDLE,node01
2025-01-03 14:59:20.533578,0.02,385419,139629,IDLE,node16
2025-01-03 14:59:20.533578,0.07,385419,80452,IDLE,node09
2025-01-03 14:59:20.533578,0.01,385419,91826,IDLE,node10
2025-01-03 14:59:20.533578,0.11,385483,231862,IDLE,node05
2025-01-03 14:59:20.533578,0.01,385419,76563,IDLE,node12
2025-01-03 14:59:20.533578,5.2,385419,0,DOWN*,node14
2025-01-03 14:59:20.533578,0.02,385422,219921,MIXED,node15
2025-01-03 14:59:20.533578,0.01,385419,345915,IDLE,node11
2025-01-03 14:59:20.533578,0.02,385419,151173,IDLE,node13
2025-01-03 15:06:04.592968,5.2,385419,0,DOWN*,node14
2025-01-03 15:06:04.592968,0.02,385419,151176,IDLE,node13
2025-01-03 15:06:04.592968,0.11,385419,80454,IDLE,node09
2025-01-03 15:06:04.592968,0.04,385419,139630,IDLE,node16
2025-01-03 15:06:04.592968,0.03,385419,91827,IDLE,node10
2025-01-03 15:06:04.592968,0.02,385422,219922,MIXED,node15
2025-01-03 15:06:04.592968,0.09,385483,231863,IDLE,node05
2025-01-03 15:06:04.592968,0.01,385419,76564,IDLE,node12
2025-01-03 15:06:04.592968,0.01,385419,345915,IDLE,node11
2025-01-03 15:06:04.592968,0.04,385420,192920,IDLE,node08
2025-01-03 15:06:04.592968,0.02,385483,374018,IDLE,visu01
2025-01-03 15:06:04.592968,0.15,128823,75298,IDLE,node01
2025-01-03 15:06:04.592968,0.01,385483,189741,IDLE,node04
2025-01-03 15:06:04.592968,0.06,385419,149089,IDLE,node17
2025-01-03 15:06:04.592968,0.18,385483,340841,IDLE,node06
2025-01-03 15:06:04.592968,0.01,128823,94298,IDLE,node02
2025-01-03 15:06:04.592968,0.02,385483,362756,IDLE,node07
2025-01-03 15:06:04.592968,0.01,385483,136184,IDLE,node03
2025-01-03 15:16:05.940909,0.07,128823,94299,IDLE,node02
2025-01-03 15:16:05.940909,0.05,385420,192922,IDLE,node08
2025-01-03 15:16:05.940909,0.01,385483,374018,IDLE,visu01
2025-01-03 15:16:05.940909,0.01,385483,136183,IDLE,node03
2025-01-03 15:16:05.940909,0.01,385483,362756,IDLE,node07
2025-01-03 15:16:05.940909,0.01,385483,189737,IDLE,node04
2025-01-03 15:16:05.940909,0.15,385483,340839,IDLE,node06
2025-01-03 15:16:05.940909,0.11,128823,75306,IDLE,node01
2025-01-03 15:16:05.940909,0.1,385419,149089,IDLE,node17
2025-01-03 15:16:05.940909,0.01,385422,219921,MIXED,node15
2025-01-03 15:16:05.940909,0.01,385419,76564,IDLE,node12
2025-01-03 15:16:05.940909,0.01,385419,151174,IDLE,node13
2025-01-03 15:16:05.940909,0.06,385419,80456,IDLE,node09
2025-01-03 15:16:05.940909,0.11,385419,91827,IDLE,node10
2025-01-03 15:16:05.940909,0.07,385483,231862,IDLE,node05
2025-01-03 15:16:05.940909,5.2,385419,0,DOWN*,node14
2025-01-03 15:16:05.940909,0.01,385419,345915,IDLE,node11
2025-01-03 15:16:05.940909,0.09,385419,139632,IDLE,node16
2025-01-03 15:21:06.362243,0.14,385419,91826,IDLE,node10
2025-01-03 15:21:06.362243,5.2,385419,0,DOWN*,node14
2025-01-03 15:21:06.362243,0.01,385419,345915,IDLE,node11
2025-01-03 15:21:06.362243,0.01,385419,151170,IDLE,node13
2025-01-03 15:21:06.362243,0.01,385419,76565,IDLE,node12
2025-01-03 15:21:06.362243,0.06,385419,139630,IDLE,node16
2025-01-03 15:21:06.362243,0.05,385419,80457,IDLE,node09
2025-01-03 15:21:06.362243,0.7,385422,219804,MIXED,node15
2025-01-03 15:21:06.362243,0.07,385483,231860,IDLE,node05
2025-01-03 15:21:06.362243,0.01,385483,189738,IDLE,node04
2025-01-03 15:21:06.362243,0.01,385483,136183,IDLE,node03
2025-01-03 15:21:06.362243,0.16,128823,94297,IDLE,node02
2025-01-03 15:21:06.362243,0.08,385419,149085,IDLE,node17
2025-01-03 15:21:06.362243,0.03,385420,192921,IDLE,node08
2025-01-03 15:21:06.362243,0.01,385483,362756,IDLE,node07
2025-01-03 15:21:06.362243,0.1,128823,75306,IDLE,node01
2025-01-03 15:21:06.362243,0.17,385483,340837,IDLE,node06
2025-01-03 15:21:06.362243,0.01,385483,374018,IDLE,visu01
2025-01-03 15:26:07.640517,0.06,128823,75308,IDLE,node01
2025-01-03 15:26:07.640517,0.11,385483,340840,IDLE,node06
2025-01-03 15:26:07.640517,0.08,385419,149088,IDLE,node17
2025-01-03 15:26:07.640517,0.01,385483,374017,IDLE,visu01
2025-01-03 15:26:07.640517,0.09,128823,94301,IDLE,node02
2025-01-03 15:26:07.640517,0.01,385483,136185,IDLE,node03
2025-01-03 15:26:07.640517,0.16,385483,189736,IDLE,node04
2025-01-03 15:26:07.640517,0.06,385420,192923,IDLE,node08
2025-01-03 15:26:07.640517,0.04,385419,139631,IDLE,node16
2025-01-03 15:26:07.640517,0.05,385419,80454,IDLE,node09
2025-01-03 15:26:07.640517,5.2,385419,0,DOWN*,node14
2025-01-03 15:26:07.640517,0.01,385419,345908,IDLE,node11
2025-01-03 15:26:07.640517,0.01,385483,362756,IDLE,node07
2025-01-03 15:26:07.640517,1.33,385422,219803,MIXED,node15
2025-01-03 15:26:07.640517,0.01,385419,76567,IDLE,node12
2025-01-03 15:26:07.640517,0.04,385419,151172,IDLE,node13
2025-01-03 15:26:07.640517,0.27,385419,91827,IDLE,node10
2025-01-03 15:26:07.640517,0.04,385483,231861,IDLE,node05
2025-01-03 15:36:07.964348,0.04,385419,151171,IDLE,node13
2025-01-03 15:36:07.964348,0.06,385419,139625,IDLE,node16
2025-01-03 15:36:07.964348,5.2,385419,0,DOWN*,node14
2025-01-03 15:36:07.964348,0.04,385483,231859,IDLE,node05
2025-01-03 15:36:07.964348,0.01,385419,345908,IDLE,node11
2025-01-03 15:36:07.964348,0.15,385419,91828,IDLE,node10
2025-01-03 15:36:07.964348,0.09,385419,80454,IDLE,node09
2025-01-03 15:36:07.964348,0.01,385419,76566,IDLE,node12
2025-01-03 15:36:07.964348,1.91,385422,219799,MIXED,node15
2025-01-03 15:36:07.964348,0.17,385483,340842,IDLE,node06
2025-01-03 15:36:07.964348,0.02,385483,374014,IDLE,visu01
2025-01-03 15:36:07.964348,0.01,385483,136184,IDLE,node03
2025-01-03 15:36:07.964348,0.01,385483,362756,IDLE,node07
2025-01-03 15:36:07.964348,0.05,128823,94301,IDLE,node02
2025-01-03 15:36:07.964348,0.01,128823,75305,IDLE,node01
2025-01-03 15:36:07.964348,0.12,385483,189734,IDLE,node04
2025-01-03 15:36:07.964348,0.12,385419,149090,IDLE,node17
2025-01-03 15:36:07.964348,0.06,385420,192920,IDLE,node08
2025-01-03 15:46:07.111816,0.01,385483,362759,IDLE,node07
2025-01-03 15:46:07.111816,0.05,385419,149087,IDLE,node17
2025-01-03 15:46:07.111816,0.01,128823,75303,IDLE,node01
2025-01-03 15:46:07.111816,0.06,385483,189732,IDLE,node04
2025-01-03 15:46:07.111816,0.11,385483,340839,IDLE,node06
2025-01-03 15:46:07.111816,0.03,385483,374012,IDLE,visu01
2025-01-03 15:46:07.111816,0.01,385483,136184,IDLE,node03
2025-01-03 15:46:07.111816,0.01,128823,94303,IDLE,node02
2025-01-03 15:46:07.111816,0.07,385420,192918,IDLE,node08
2025-01-03 15:46:07.111816,5.2,385419,0,DOWN*,node14
2025-01-03 15:46:07.111816,0.04,385483,231862,IDLE,node05
2025-01-03 15:46:07.111816,0.06,385419,139630,IDLE,node16
2025-01-03 15:46:07.111816,1.98,385422,219792,MIXED,node15
2025-01-03 15:46:07.111816,0.01,385419,76566,IDLE,node12
2025-01-03 15:46:07.111816,0.01,385419,345907,IDLE,node11
2025-01-03 15:46:07.111816,0.11,385419,91829,IDLE,node10
2025-01-03 15:46:07.111816,0.05,385419,80460,IDLE,node09
